Id,en,es,fr,de,pt,it,nl,ru,ja,ko,zh,zh_TW,ar,hi,tr,pl,th,id
waitlist_notify_me,Notify Me,Notifícame,Me notifier,Benachrichtigen,Notifique-me,Avvisami,Meld mij,Уведомить меня,通知する,알림 받기,通知我,通知我,أبلغني,मुझे सूचित करें,Bana Bildir,Powiadom mnie,แจ้งเตือนฉัน,Beritahu Saya
waitlist_notify_when_available,Notify when available,,,,,,,,,,,,,,,,,
waitlist_on_waitlist,You're on the waitlist!,,,,,,,,,,,,,,,,,
waitlist_payment_method,Payment Method,Método de pago,Moyen de paiement,Zahlungsmethode,Método de pagamento,Metodo di pagamento,Betaalmethode,Способ оплаты,支払い方法,결제 방법,付款方式,付款方式,طريقة الدفع,भुगतान विधि,Ödeme Yöntemi,Metoda płatności,วิธีการชำระเงิน,Metode Pembayaran
wallet_about,About Your Wallet,Acerca de tu billetera,À propos de votre portefeuille,Über Ihre Geldbörse,Sobre sua carteira,Info sul portafoglio,Over uw portemonnee,О вашем кошельке,ウォレットについて,지갑 정보,关于您的钱包,關於您的錢包,حول محفظتك,आपके वॉलेट के बारे में,Cüzdanınız hakkında,O Twoim portfelu,เกี่ยวกับกระเป๋าเงินของคุณ,Tentang Dompet Anda
wallet_add_bank_details,Add Bank Details,Agregar datos bancarios,Ajouter les coordonnées bancaires,Bankdaten hinzufügen,Adicionar dados bancários,Aggiungi dati bancari,Bankgegevens toevoegen,Добавить банковские реквизиты,銀行情報を追加,은행 정보 추가,添加银行信息,添加銀行資訊,إضافة تفاصيل بنكية,बैंक विवरण जोड़ें,Banka bilgilerini ekle,Dodaj dane bankowe,เพิ่มข้อมูลธนาคาร,Tambah Detail Bank
wallet_add_bank_to_withdraw,Add bank to withdraw,Agregar banco para retirar,Ajouter une banque pour retirer,Bank hinzufügen zum Abheben,Adicionar banco para sacar,Aggiungi banca per prelevare,Bank toevoegen om op te nemen,Добавьте банк для вывода,出金するには銀行を追加,출금을 위해 은행 추가,添加银行以提现,添加銀行以提現,أضف بنكاً للسحب,निकासी के लिए बैंक जोड़ें,Çekim için banka ekleyin,Dodaj bank do wypłaty,เพิ่มธนาคารเพื่อถอน,Tambah bank untuk penarikan
wallet_add_card,Add Card,Agregar tarjeta,Ajouter une carte,Karte hinzufügen,Adicionar cartão,Aggiungi carta,Kaart toevoegen,Добавить карту,カードを追加,카드 추가,添加卡,新增卡,إضافة بطاقة,कार्ड जोड़ें,Kart ekle,Dodaj kartę,เพิ่มบัตร,Tambah Kartu
wallet_add_card_hint,Add a card to speed up checkout,Agrega una tarjeta para agilizar el pago,Ajoutez une carte pour accélérer le paiement,Karte hinzufügen für schnelleren Checkout,Adicione um cartão para agilizar o pagamento,Aggiungi una carta per velocizzare il checkout,Voeg een kaart toe om sneller af te rekenen,"Добавьте карту, чтобы ускорить оплату",カードを追加して会計を早くしましょう,카드를 추가하여 결제를 빠르게 하세요,添加卡以加快结账,新增卡以加快結帳,أضف بطاقة لتسريع الدفع,चेकआउट तेज़ करने के लिए कार्ड जोड़ें,Ödemeyi hızlandırmak için kart ekleyin,"Dodaj kartę, aby przyspieszyć płatność",เพิ่มบัตรเพื่อชำระเงินเร็วขึ้น,Tambah kartu untuk mempercepat checkout
wallet_available,Available,Disponible,Disponible,Verfügbar,Disponível,Disponibile,Beschikbaar,Доступно,利用可能,사용 가능,可用,可用,متاح,उपलब्ध,Mevcut,Dostępne,พร้อมใช้งาน,Tersedia
wallet_cancel,Cancel,Cancelar,Annuler,Abbrechen,Cancelar,Annulla,Annuleren,Отмена,キャンセル,취소,取消,取消,إلغاء,रद्द,İptal,Anuluj,ยกเลิก,Batal
wallet_change_currency,Change currency,Cambiar moneda,Changer de devise,Währung ändern,Alterar moeda,Cambia valuta,Valuta wijzigen,Изменить валюту,通貨を変更,통화 변경,更改货币,更改貨幣,تغيير العملة,मुद्रा बदलें,Para birimi değiştir,Zmień walutę,เปลี่ยนสกุลเงิน,Ubah mata uang
wallet_default,Default,Predeterminado,Par défaut,Standard,Padrão,Predefinito,Standaard,По умолчанию,デフォルト,기본값,默认,預設,افتراضي,डिफ़ॉल्ट,Varsayılan,Domyślny,ค่าเริ่มต้น,Bawaan
wallet_info_add_bank_desc,Add your bank details to withdraw your seller earnings.,Agregue sus datos bancarios para retirar sus ganancias.,Ajoutez vos coordonnées bancaires pour retirer vos revenus.,"Fügen Sie Ihre Bankdaten hinzu, um Ihre Einnahmen abzuheben.",Adicione seus dados bancários para sacar seus ganhos.,Aggiungi i dati bancari per prelevare i tuoi guadagni.,Voeg uw bankgegevens toe om uw inkomen op te nemen.,Добавьте банковские реквизиты для вывода доходов.,銀行情報を追加して収益を引き出しましょう。,은행 정보를 추가하여 수익을 인출하세요.,添加银行信息以提取您的卖家收入。,添加銀行資訊以提取您的賣家收入。,أضف تفاصيلك البنكية لسحب أرباح البائع.,अपनी कमाई निकालने के लिए बैंक विवरण जोड़ें।,Satıcı kazancınızı çekmek için banka bilgilerinizi ekleyin.,"Dodaj dane bankowe, aby wypłacić zarobki.",เพิ่มข้อมูลธนาคารเพื่อถอนรายได้ผู้ขาย,Tambahkan detail bank untuk menarik pendapatan penjual Anda.
wallet_info_add_bank_title,Add Bank Details,Agregar datos bancarios,Ajouter les coordonnées bancaires,Bankdaten hinzufügen,Adicionar dados bancários,Aggiungi dati bancari,Bankgegevens toevoegen,Добавить банковские реквизиты,銀行情報を追加,은행 정보 추가,添加银行信息,添加銀行資訊,إضافة تفاصيل بنكية,बैंक विवरण जोड़ें,Banka bilgilerini ekle,Dodaj dane bankowe,เพิ่มข้อมูลธนาคาร,Tambah Detail Bank
wallet_info_instant_desc,Tickets are issued immediately after payment is confirmed.,Las entradas se emiten inmediatamente después de confirmar el pago.,Les billets sont émis immédiatement après confirmation du paiement.,Tickets werden sofort nach Zahlungsbestätigung ausgestellt.,Os ingressos são emitidos imediatamente após a confirmação do pagamento.,I biglietti vengono emessi immediatamente dopo la conferma del pagamento.,Tickets worden direct uitgegeven na bevestiging van betaling.,Билеты выдаются сразу после подтверждения оплаты.,お支払い確認後、チケットはすぐに発行されます。,결제 확인 후 즉시 티켓이 발행됩니다.,付款确认后立即出票。,付款確認後立即出票。,يتم إصدار التذاكر فور تأكيد الدفع.,भुगतान की पुष्टि के बाद तुरंत टिकट जारी किए जाते हैं।,Ödeme onaylandıktan sonra biletler anında düzenlenir.,Bilety są wystawiane natychmiast po potwierdzeniu płatności.,ตั๋วจะออกทันทีหลังยืนยันการชำระเงิน,Tiket diterbitkan segera setelah pembayaran dikonfirmasi.
wallet_info_instant_title,Instant Tickets,Entradas instantáneas,Billets instantanés,Sofort-Tickets,Ingressos instantâneos,Biglietti istantanei,Directe tickets,Мгновенные билеты,即時チケット,즉시 티켓,即时出票,即時出票,تذاكر فورية,तत्काल टिकट,Anında biletler,Natychmiastowe bilety,ตั๋วทันที,Tiket Instan
wallet_info_save_fees_desc,Pay with your linked bank account to save on processing fees.,Pague con su cuenta bancaria vinculada para ahorrar en comisiones.,Payez avec votre compte bancaire lié pour économiser les frais.,"Zahlen Sie mit Ihrem verknüpften Bankkonto, um Gebühren zu sparen.",Pague com sua conta bancária vinculada para economizar em taxas.,Paga con il conto bancario collegato per risparmiare sulle commissioni.,Betaal met uw gekoppelde bankrekening om kosten te besparen.,"Платите через привязанный банковский счёт, чтобы сэкономить на комиссиях.",連携した銀行口座で支払い、手数料を節約しましょう。,연결된 은행 계좌로 결제하여 수수료를 절약하세요.,使用关联的银行账户付款以节省手续费。,使用關聯的銀行帳戶付款以節省手續費。,ادفع من حسابك البنكي المرتبط لتوفير رسوم المعالجة.,प्रोसेसिंग शुल्क बचाने के लिए अपने लिंक किए गए बैंक खाते से भुगतान करें।,İşlem ücretlerinden tasarruf etmek için bağlı banka hesabınızla ödeyin.,"Zapłać połączonym kontem bankowym, aby zaoszczędzić na opłatach.",ชำระผ่านบัญชีธนาคารที่เชื่อมต่อเพื่อประหยัดค่าธรรมเนียม,Bayar dengan rekening bank tertaut untuk menghemat biaya pemrosesan.
wallet_info_save_fees_title,Save on Fees,Ahorre en comisiones,Économisez sur les frais,Gebühren sparen,Economize em taxas,Risparmia sulle commissioni,Bespaar op kosten,Экономьте на комиссиях,手数料を節約,수수료 절약,节省费用,節省費用,وفر في الرسوم,शुल्क पर बचत,Ücretlerden tasarruf edin,Oszczędzaj na opłatach,ประหยัดค่าธรรมเนียม,Hemat Biaya
wallet_info_secure_desc,Your payment details are encrypted and stored securely with Stripe.,Sus datos de pago están encriptados y almacenados de forma segura con Stripe.,Vos données de paiement sont cryptées et stockées en toute sécurité avec Stripe.,Ihre Zahlungsdaten werden verschlüsselt und sicher bei Stripe gespeichert.,Seus dados de pagamento são criptografados e armazenados com segurança pelo Stripe.,I dati di pagamento sono crittografati e archiviati in modo sicuro con Stripe.,Uw betalingsgegevens worden versleuteld en veilig opgeslagen bij Stripe.,Ваши платёжные данные зашифрованы и надёжно хранятся в Stripe.,お支払い情報はStripeで暗号化され安全に保管されます。,결제 정보는 Stripe에서 암호화되어 안전하게 저장됩니다.,您的付款详情已加密并安全存储在Stripe中。,您的付款詳情已加密並安全存儲在Stripe中。,تفاصيل الدفع الخاصة بك مشفرة ومخزنة بأمان عبر Stripe.,आपके भुगतान विवरण Stripe के साथ एन्क्रिप्ट और सुरक्षित रूप से संग्रहीत हैं।,Ödeme bilgileriniz Stripe ile şifrelenmiş ve güvenli şekilde saklanmaktadır.,Twoje dane płatnicze są szyfrowane i bezpiecznie przechowywane przez Stripe.,ข้อมูลการชำระเงินของคุณเข้ารหัสและจัดเก็บอย่างปลอดภัยกับ Stripe,Detail pembayaran Anda dienkripsi dan disimpan dengan aman oleh Stripe.
wallet_info_secure_title,Secure Payments,Pagos seguros,Paiements sécurisés,Sichere Zahlungen,Pagamentos seguros,Pagamenti sicuri,Veilige betalingen,Безопасные платежи,安全な支払い,안전한 결제,安全支付,安全支付,مدفوعات آمنة,सुरक्षित भुगतान,Güvenli ödemeler,Bezpieczne płatności,การชำระเงินที่ปลอดภัย,Pembayaran Aman
wallet_info_seller_earnings_desc,Earnings from ticket resales are held in your seller balance.,Las ganancias de reventa se mantienen en tu saldo de vendedor.,Les revenus de revente sont conservés dans votre solde vendeur.,Einnahmen aus Ticket-Wiederverkäufen werden in Ihrem Verkäuferguthaben gehalten.,Os ganhos com revendas são mantidos no seu saldo de vendedor.,I guadagni dalle rivendite sono nel tuo saldo venditore.,Inkomsten uit doorverkoop worden bewaard in uw verkoperssaldo.,Доходы от перепродажи билетов хранятся на вашем балансе продавца.,チケット再販の収益は販売者残高に保持されます。,티켓 재판매 수익은 판매자 잔액에 보관됩니다.,票务转售收入保留在您的卖家余额中。,票務轉售收入保留在您的賣家餘額中。,يتم الاحتفاظ بأرباح إعادة بيع التذاكر في رصيد البائع.,टिकट पुनर्विक्रय से कमाई आपके विक्रेता शेष में रखी जाती है।,Bilet yeniden satış gelirleri satıcı bakiyenizde tutulur.,Zarobki ze sprzedaży biletów są przechowywane na saldzie sprzedawcy.,รายได้จากการขายตั๋วต่อจะเก็บไว้ในยอดเงินผู้ขาย,Pendapatan dari penjualan ulang tiket disimpan di saldo penjual Anda.
